codigo,nome,categoria,faixa_preco,endereco,municipio,uf,codigo_bairro
186787804725870,coruja lanches,"Fast Food Restaurant, Arts & Entertainment",1,"Rua Antônio Mazetto Sobrinho, 13337-130 Indaiatuba",Indaiatuba,SP,
513861025334593,Mercado Xavier,"Grocery Store, Shopping & Retail",1,"21  Rua Vereador Pedro Ribeiro, 13212-743 Jundiaí",Jundiaí,SP,
1486848878251391,Andreia Alves  Bolos e Doces e salguado  Personalizados,Grocery Store,1,"Rua Guido Del Bianco 330, 13160000 Artur Nogueira",Artur Nogueira,SP,
710198435705412,Café Artesan e Coffee Shop,"Coffee Shop, Food & Beverage Company",1,"Rua. Holanda,129 - Jardim Santa Cruz, 13820-000 Jaguariúna",Jaguariúna,SP,
1436972662989977,Tefabene Integral & Artesanal,Bakery,3,Jundiaí,Jundiaí,SP,
939882172799568,Nordic's Bier,"Brewery, Beer Garden, Food & Beverage Company",2,"Av Brasil, 1756 - sala 6 - Centro, 13295000 Itupeva",Itupeva,SP,
1443146779342700,Casarão1859 Restaurante e Pizza Bar,"Pizza Place, Pub, Family Style Restaurant",1,"Rua Florêncio Pupo, 13250-340 Itatiba",Itatiba,SP,
402844126592460,Restaurante MORRO ALTO,Brazilian Restaurant,2,"Rodovia Mario Tonolli, 13295-000 Itupeva",Itupeva,SP,
433911230113149,Pastéis de Vento Eloy Chaves,"Restaurant, Cafeteria",1,"Rua Sebastião Rocha 139 Telefone 2816-8237, 13212-070 Jundiaí",Jundiaí,SP,
512787062150576,Café da Santa,"Cafe, Restaurant, Bar",1,"Praça Cel. João Pedro, 102- A, 13920-000 Pedreira",Pedreira,SP,
519317298122195,Padaria Estrela Centro,"Bakery, Dessert Shop",1,"Rua Doutor Barros Junior, 765  Centro, 13320-220 Salto",Salto,SP,
1984148338476395,Taverna Food Trailer,"Food Truck, Cafeteria, Event",2,13930000 Serra Negra,Serra Negra,SP,
403658929699374,Imperiale Lancheteria e Petiscaria,Fast Food Restaurant,2,"Rua 25 de Janeiro, 294, 13190-000 Monte Mor",Monte Mor,SP,
1473624649539714,Quiosque Park Carlinhos,"Restaurant, Beer Garden, Water Park",1,"Avenida Engenheiro Fábio Roberto Barnabé, 13349-003 Indaiatuba",Indaiatuba,SP,
435269593240497,Ceciliato Ristorante Italiano,Italian Restaurant,2,"Avenida Nossa Senhora das Graças, 13257400 Itatiba",Itatiba,SP,
363128603888033,Quiosque do Cidão,"Sports Bar, Beer Garden, Diner",2,"Praça Santa Cruz, 468, Santa Cruz, 13820-000 Jaguariúna",Jaguariúna,SP,
471747862916796,Padaria Pão de Mel,"Grocery Store, Cupcake Shop, Bakery",2,"Rua Maria Roza Fredericce, 231, Pq Modelo, 13905526 Amparo, Sao Paulo, Brazil",Amparo,SP,
262382583855709,Pão Nosso,"Restaurant, Bakery, Cafeteria",2,"Avenida leonice gualda nunes 161, 13205-360 Jundiaí",Jundiaí,SP,
646012802159942,Edmar Lanches,"Cafeteria, Restaurant, Gelato Shop",1,13820 Jaguariúna,Jaguariúna,SP,
143386675816726,Latitude Zero,"Pizza Place, Italian Restaurant",2,"Rua Prudente de Moraes 117, 13820-000 Jaguariúna",Jaguariúna,SP,
396687637018747,Doce Gula Espaço  Gourmet,"Grocery Store, Shopping & Retail",1,"rua Vitorio natali de faveri 208, 13150-000 Cosmópolis",Cosmópolis,SP,
980714681998986,Bocha bar,Sports Bar,0,"Antonio ricci, 13930000 Serra Negra",Serra Negra,SP,
1429134420660852,Buffet Gran Festas,"Caterer, Clothing Store, Wedding Planning Service",3,"Rua Araras, nº 45, 13160-000 Artur Nogueira",Artur Nogueira,SP,
208126652540002,Lago Do Holandês,Restaurant,2,"245  Avenida das Tulipas, 13825 Holambra",Holambra,SP,
301713856641893,É o Lugar - Bar e Hamburgueria,"Burger Restaurant, Fast Food Restaurant, Bar",2,"Rua do caracol, 500 - Jacaré, 13318000 Cabreúva",Cabreúva,SP,
272741686155109,Paulão Beer,"Diner, Cafeteria, Bar",1,"162  Rua Carmem Moreira Paiva, 13903-390 Amparo, Sao Paulo, Brazil",Amparo,SP,
492026144256517,Ki Delicia   Comida Caseira,"Restaurant, Professional Service",1,"Avenida Da Saudade 312, 13150000 Cosmópolis",Cosmópolis,SP,
467141646741817,Padaria Master Pão - Várzea Paulista,"Bakery, Dessert Shop",1,"Rua Elias de Oliveira, 13224-040 Várzea Paulista",Várzea Paulista,SP,
451170158284443,Restaurante e Marmitex da Jú,Restaurant,2,"Rua Jair Fonseca dos Santos, 75, 13481722 Limeira",Limeira,SP,
440566316114573,Pastelaria e Esfiharia do Japa,Diner,2,"Avenida  Doutor Antonio de Luna 212, 13481-529 Limeira",Limeira,SP,
1375062906077668,Be My Cake - Candy House,"Cupcake Shop, Grocery Store, Residence",1,"Rua Bom Jesus de Pirapora, 13200 000 Jundiaí",Jundiaí,SP,
386662981508369,Sorveteria do Tuquinha,"Ice Cream Shop, Grocery Store, Shopping & Retail",1,"Rua João Girardelli, 13910.000 Monte Alegre do Sul",Monte Alegre do Sul,SP,
213683682349845,Lancheria Bolonha,"Cafeteria, Burger Restaurant",1,"Rua Nove de Julho, 13333070 Indaiatuba",Indaiatuba,SP,
177280679119576,Frangoteria,Restaurant,1,"Rua João Narezzi, 13346 Indaiatuba",Indaiatuba,SP,
229918383878921,Pizzaria Poesia,Pizza Place,1,"Avenida Ário Barnabe, 13346-400 Indaiatuba",Indaiatuba,SP,
142475519155834,Pizzaria Verde Tentação,"Bar, Pizza Place",3,"Avenida Benedito Castilho de andrade, 417, 13212-070 Jundiaí",Jundiaí,SP,
150113915127018,Doce Encanto Delícias & Biscuit,"Cupcake Shop, Arts & Entertainment",2,"Capotuna, 13820000 Jaguariúna",Jaguariúna,SP,
1868167153507451,Tio's lanches'',Restaurant,2,"estrada do kajita 355, 13315000 Cabreúva",Cabreúva,SP,
721017778039931,Toro Loco,Bar & Grill,3,"Rua Julio Frank, 791, 13820000 Jaguariúna",Jaguariúna,SP,
1593250357617600,Pizzaria Skinão,"Pizza Place, Fast Food Restaurant, Bar",2,"Rua Tocantins, 656, 13330-670 Indaiatuba",Indaiatuba,SP,
1532429487013816,Pizzaria Planet Artur Nogueira,"Pizza Place, Arts & Entertainment",2,"Rua Ademar de Barros, 751-Centro, 13160-000 Artur Nogueira",Artur Nogueira,SP,
215709385220939,60 - Sessenta E Bebe,"Bar, Diner",2,"Av. FIORAVANTE GERBI 171, 13904-060 Amparo, Sao Paulo, Brazil",Amparo,SP,
640181606030639,Jarinu Grill Express,Restaurant,1,"Rua XV de novembro 129, 13240000 Jarinu",Jarinu,SP,
249425248434380,Restaurante do Ceará,"Family Style Restaurant, Diner",2,"R: Campos Salles nº 481 Centro, 13.150-000 Cosmópolis",Cosmópolis,SP,
670075656342780,Avenida Lanches,"Hot Dog Joint, Diner, Cafeteria",1,"Av. Vicenzo Granguelli - 135 - João Aldo Nassif, 13820-000 Jaguariúna",Jaguariúna,SP,
679291542169514,Ribas Lanches.,"Diner, Cafeteria, Food & Beverage Company",1,"Av, Tiradentes n 1395, 13450235 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
486734824700524,Império Supermercado,"Grocery Store, Shopping & Retail",1,"RUA PEDRO ELIAS DE GOODOY,37, 13256-380 Itatiba",Itatiba,SP,
291768691009151,Sorveteria e Lanchonete Paraná,"Ice Cream Shop, Business Service",1,"Rua Vicenzo Sardelli, 13476055 Americana",Americana,SP,
267244580056233,Adimix Panificação E Confeitaria,"Restaurant Wholesaler, Shopping & Retail, Foodservice Distributor",1,"Rua Gil Texeira Lino, 13213-085 Jundiaí",Jundiaí,SP,
1384325924930001,88 Burger,Burger Restaurant,1,13190-000 Monte Mor,Monte Mor,SP,
122425217955558,La DOKA Espaço Gourmet,"Health Food Restaurant, Food Delivery Service",4,"Av. César Puglia, 50- Samambaia Boulevard, piso superior, 13211693 - sentido Malota Jundiaí",Jundiaí,SP,
377316295735032,Pesqueiro Volival,"Fish & Chips Restaurant, Beer Garden",1,"Estrada Morungaba-Tuiuti Km4 - Bairro Feital, 13260-000 Morungaba",Morungaba,SP,
636676543138734,Point lanches,Pizza Place,1,"paulo leiva macalão ,139, 13150-000 Cosmópolis",Cosmópolis,SP,
1210672642313486,Açai Container Indaiatuba,"Gelato Shop, Diner, Cafeteria",1,"Avenida Engenheiro Fábio Roberto Barnabé, 3944, 13348-860 Indaiatuba",Indaiatuba,SP,
554894528022175,Império Pizzaria,Pizza Place,3,"Avenida Santos Dumont, 1365, 13160-000 Arthur Nogueira, Sao Paulo, Brazil",Arthur Nogueira,SP,
597847177013751,Caldo Grosso Restaurante,Family Style Restaurant,1,"Av. Rosiclair Torres Batista,250, 13212610 Jundiaí",Jundiaí,SP,
1489780734600424,Restaurante Budega,"Fast Food Restaurant, Food & Beverage Company",1,"Rua Sílvio Candello, 13348-340 Indaiatuba",Indaiatuba,SP,
1521808688122596,Mana's Gourmet,"Grocery Store, Dessert Shop",0,"Indaiatuba, 13348898 Indaiatuba",Indaiatuba,SP,
271880819657620,Lobao Lanches indaiatuba,"Food Truck, Diner",1,"Praça Rui Barbosa Indaiatuba SP, 13330-005 Indaiatuba",Indaiatuba,SP,
1065968456767181,Padaria E Confeitaria MANÁ,"Dessert Shop, Restaurant",3,"Rua Antonio  Angelino Rossi n• 315 Morada do Sol, 13348-290 Indaiatuba",Indaiatuba,SP,
536268039887786,Queijos Itupeva,"Specialty Grocery Store, Breakfast & Brunch Restaurant, Shopping & Retail",2,"158  Rua Dois, 13295-000 Itupeva",Itupeva,SP,
1773186346334745,Pastelão Cosmópolis,"Fast Food Restaurant, Diner",1,"Rua Nove de Julho, 438, 13150-000 Cosmópolis",Cosmópolis,SP,
505938272947803,Doces da Pry,"Candy Store, Grocery Store",2,"Rua Angelina Franciscanles Piconi, 13460-000 Nova Odessa",Nova Odessa,SP,3533403012
692896884096468,Quiosque SEO Miguel,"Bar & Grill, Beer Garden, Sports Bar",2,"Rua Paolo Dell Agnese, 125/135, Jd. São Luiz. Praça/Área de Lazer., 13477550 Americana",Americana,SP,
159911844072029,J J Fassina Lanches,"Burger Restaurant, Diner, Fast Food Restaurant",1,"Rua Riccioti Sacilotto, 13465-320 Americana",Americana,SP,
407303869365436,Vinagre de Maçã Senhor Viccino,"Health Food Store, Shopping & Retail, Medical & Health",1,"Rua Alberto Magnusson, 13347-408 Indaiatuba",Indaiatuba,SP,
258886270882426,La Bella Pizza,"Pizza Place, Grocery Store",1,"Rua Maria marçon sia, 1215, 13160000 Artur Nogueira",Artur Nogueira,SP,
1770875366503475,Restaurante Casarão,Restaurant,2,"Rua Albino Alves,189 - Centro, 13900-373 Amparo, Sao Paulo, Brazil",Amparo,SP,
453952047999716,Empório Natural Campo Limpo Paulista,"Specialty Grocery Store, Health Food Store, Shopping & Retail",1,"Antonio Raposo Tavares, 15, 13230-360 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
1516708951888377,Bar e adega do carlinhos,"Wine Bar, Pub, Shopping & Retail",1,"rua eduardo tozzi, 13820-000 Jaguariúna",Jaguariúna,SP,
1168906126549738,Stock Bar,Bar,1,"Via Luiz Varga , 3.215, 13480 Limeira",Limeira,SP,
438569806493324,Sabores Açaí,"Restaurant, Ice Cream Shop",1,"Rua Vinte e quatro de Maio, 403, 13331060 Indaiatuba",Indaiatuba,SP,
1642472069372236,Delicias no Cone,"Cafeteria, Restaurant, Shopping & Retail",1,"Av. Mithiaru Tanaka 203, São José Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
200340680391444,Pizzaria Sabor & Cia - Várzea Pta,"Pizza Place, Region",2,"Praça Castro Alves, 263, 13224-299 Várzea Paulista",Várzea Paulista,SP,
1124601450917670,Menezes lanches,Grocery Store,2,"Avenida do Compositor, 13473-200 Americana",Americana,SP,
1196210133833728,Falcão Food Trucks Trailers Carretas Veículos Especiais,"Food Truck, Trailer Dealership",1,"Rua Alberto Guizzo n 680 distrito industrial, 13347-402 Indaiatuba",Indaiatuba,SP,
1374615296094267,Padoca Dedo de Moça,"Bakery, Grocery Store",1,"76  Rua Alfredo João Lisoni, 13350-000 Elias Fausto",Elias Fausto,SP,
162909900514621,Kazu Temakeria,Sushi Restaurant,3,"Rua Maranhão, 124, 13315-000 Cabreúva",Cabreúva,SP,
1385920008349908,90 Graus,"Family Style Restaurant, Cafe",1,"Rua Alexandre Rodrigues Barbosa, 124 - Centro, 13250-440 Itatiba",Itatiba,SP,
503165963052167,RANCHO BRAZÃO,"Fast Food Restaurant, Bar",3,"Rodovia Anhanguera Km 136, 13486-199 Limeira",Limeira,SP,
369814296468330,Andreto Pizzaria,"Pizza Place, Kitchen/Cooking",2,"Rua Marechal Deodoro, 1848 - Jardim Brasil, 13322-030 Salto",Salto,SP,
1378501022423429,S&D Docinhos,"Candy Store, Restaurant",1,"RUA ZUFEREY, 13202265 Jundiaí",Jundiaí,SP,
234502536740897,Coragen's Restaurante,Restaurant,2,"Rua crisolita, 13347-060 Indaiatuba",Indaiatuba,SP,
325793794433929,Point Açaí & Tapioca.,Restaurant,1,"Av. Samuel Martins, 2046., 13203630 Jundiaí",Jundiaí,SP,
434521563254927,Família Marchesini,Buffet Restaurant,2,"535  Rua Cândido Bueno, 13820-000 Jaguariúna",Jaguariúna,SP,
1119624308070828,Bar da Chácara,Pub,1,"400 m do condominio de chacaras italia, 13150-000 Cosmópolis",Cosmópolis,SP,
390624477677255,Flamis Buffet,"Caterer, Event Planner, Food & Beverage Company",1,"Rua José Benith Júnior, 222, Vila Boldrin, 13450-065 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
471736076331513,Yakisoba Factory - Campo Limpo Paulista,"Fast Food Restaurant, Asian Restaurant",2,"Av. Adherbal da Costa Moreira 728 loja 2, 13231190 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
871032662965866,Don Frango,"Specialty Grocery Store, Restaurant, Food & Beverage Company",2,"Rua Emilia Lasarini Becari, 96 Residencial Monte Verde, 13348867 Indaiatuba",Indaiatuba,SP,
1826562657611730,Naturallis Delivery,Health Food Restaurant,1,"Rua Ravena, 13478871 Americana",Americana,SP,
1672112859734237,Pizza Hut Limeira,Pizza Place,2,"shopping patio, 13480-013 Limeira",Limeira,SP,
928189253899227,Italian Coast - Fabricação e Reformas de Trailers e Food Trucks,"Food Truck, Professional Service",1,"Av Capitão Francisco Copelli,1600-jd Das Bandeiras, 13216-600 Jundiaí",Jundiaí,SP,
384395081727691,Choperia NICA PRETA,"Restaurant, Brewery, Pub",1,"Avenida Fernão Dias Paes Leme, 688, 13220001 Várzea Paulista",Várzea Paulista,SP,
1774016002830764,PIZZARIA e PADARIA Lá Bella,"Pizza Place, Shopping & Retail",1,"Estrada da bragantina,2600, 13232279 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
1664169790480093,La Bambina Panificadora E Confeitaria,"Cafe, Bakery, Restaurant",2,"R Argentina, 338 - Jardim Belo Horizonte, 13450-181 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
1079794295421318,Pizzaria Esperança,Pizza Place,1,"Rua 21 de Abril, 197, 13355000 Elias Fausto",Elias Fausto,SP,
629966927018086,D'Pastel,"Fast Food Restaurant, Grocery Store",1,"Rua Rússia, nº480. Bairro: Jardim Planalto, 13322 Salto",Salto,SP,
450012195016434,Restaurante Casa da Mama,"Italian Restaurant, Fast Food Restaurant",2,"Rua Comendador Guimarães, 33, 13900-470 Amparo, Sao Paulo, Brazil",Amparo,SP,
148557408953957,Clube e Camping Pantanal,"Cafeteria, Inn, Social Club",3,"Av. Bom Retiro, 13313-530 Itu",Itu,SP,
458120727620221,Saúde & Vida Produtos Naturais e Suplementos,"Health Food Store, Vitamins/Supplements, Women's Health Clinic",1,"Rua 24 de Maio, 978, Centro, 13330-060 Indaiatuba",Indaiatuba,SP,
166500293422594,MC Donald's Vila Arens - Jundiaí,"Fast Food Restaurant, Burger Restaurant, Diner",2,13201-001 Jundiaí,Jundiaí,SP,
279632552137410,Pastelli,"Cafeteria, Fast Food Restaurant",3,"Av. Dom Pedro II, 1226 box 228, 13320-241 Salto",Salto,SP,
1631008057113484,Delicias no pote.,Grocery Store,1,"r baronesa geraldo rezende, 13150000 Cosmópolis",Cosmópolis,SP,
1053117308085242,Texas Jack - American Pub,"Pub, Burger Restaurant",2,"Rua 13 de Maio, 594, Centro, 13480171 Limeira",Limeira,SP,
384594008225264,Vanilla Ice Sorveterias - Jaguariúna,"Grocery Store, Ice Cream Shop, Food & Beverage Company",2,"Rua Coronel Amancio Bueno, 743, Centro, 13820000 Jaguariúna",Jaguariúna,SP,
771751106182222,Tempero no Ponto,"Restaurant, Food & Beverage Company",1,"Rua Isaac de Moura Campos, 13322-100 Salto",Salto,SP,
169117533598695,La Vitta Sorvetes,"Ice Cream Shop, Gelato Shop",1,"Avenida José Maria Marques de Oliveira, 471, 13327300 Salto",Salto,SP,
516162125211892,Restaurante Sr. Bacalhau,Portuguese Restaurant,3,"Rua 14 de Julho, 511., 13930-000 Serra Negra",Serra Negra,SP,
364334940302454,Kituts restaurante,"Brazilian Restaurant, Fast Food Restaurant",1,"bernardino de campos 664, 13330-260 Indaiatuba",Indaiatuba,SP,
570848559640652,Restaurante do Jucelino,Brazilian Restaurant,4,"Carlos Alberto Garcia 988, 13348-360 Indaiatuba",Indaiatuba,SP,
1688756991363251,Conveniência Tulipas,"Restaurant, Bar, Grocery Store",4,"AV  Adelino Martins N 707, 13212600 Jundiaí",Jundiaí,SP,
356327817898693,Pizzaria Bom Gosto,Pizza Place,4,"Av. Senador Lacerda Franco, 466 Centro, 13250-400 Itatiba",Itatiba,SP,
532884823452719,Elite Pães,"Bakery, Fast Food Restaurant, Food & Beverage Company",2,"Rua: Flor da Porcelana    N°:51, 13820000 Jaguariúna",Jaguariúna,SP,
1885355388363568,Casa da Esfiha,"Health Food Restaurant, Lebanese Restaurant, Food & Beverage Company",2,"Alameda Filtros Mann, s/n°, loja 204 – Jd. Tropical, 13344580 Indaiatuba",Indaiatuba,SP,
280299875499649,Dragão Lanches,Diner,2,"Rua Jorge Tibiriça, 55, 13250-100 Itatiba",Itatiba,SP,
1690827581132871,Projeto Music Bar,"Pub, Concert Tour",2,13478700 Americana,Americana,SP,
847054812010954,Massas de Nhoque Caseiro,Grocery Store,1,"PRIMEIRO DE MAIO 221 CECAP, 13323311 Salto",Salto,SP,
463627087084448,Casa de Bolos Jundiaí,"Bakery, Dessert Shop, Grocery Store",1,"Moreira César 194, 13202600 Jundiaí",Jundiaí,SP,
648499478678544,Confraria da Costela,Restaurant,1,"Rua: Onix, n°61, Recreio campestre Jóia, 13345 Indaiatuba",Indaiatuba,SP,
179486915512083,Vou La No Joao,"Bar, Restaurant, Arts & Entertainment",1,"Eloy Chaves, 13211 Jundiaí",Jundiaí,SP,
218026954877065,Habib's Americana,"Fast Food Restaurant, Diner, Middle Eastern Restaurant",1,"Avenida Brasil, 1970, 13465 Americana",Americana,SP,
507701975990475,Restaurante São Judas Tadeu Demarchi Jundiaí,Restaurant,2,"Av.Reynaldo Porcari, 3601, 13212439 Jundiaí",Jundiaí,SP,
106551482760969,BAR DOS LAGOS,"Pub, Gastropub, Seafood Restaurant",2,"Rua Eduardo Tozzi, 1389 - Jd. Planalto, 13820-000 Jaguariúna",Jaguariúna,SP,
482822678543070,Rancho SaborAki Sertanejo,"Pub, Fast Food Restaurant, Beer Garden",2,"Av. Comendador Antonio Carbonari 2887, 13213-270 Jundiaí",Jundiaí,SP,
313222188764178,Casa Da Esfiha,"Restaurant, Cafeteria",1,"Av. Brasil, 1955 - Jd. São Paulo, 13465-770 Americana",Americana,SP,
552660851426119,Pizzaria Sabor & Cia,"Fast Food Restaurant, Pizza Place",2,"Av. Clemente Rosa, 888, 1060, Vl. Maringá, 13210000 Jundiaí",Jundiaí,SP,
636883939820330,Du João,"Grocery Store, Brewery, Restaurant",2,"Rua Romagna, 107 - Bairro João Jabour, 13329-203 Salto",Salto,SP,
442844722542954,Rest Travitália,"Beer Garden, Italian Restaurant, Fast Food Restaurant",3,"Rua Roberto Carbonari, 135, 13213-256 Jundiaí",Jundiaí,SP,
719068194903033,Bar dos Gordão,Pub,1,"Rua Serra da Borborema 397 pq liberdade, 13470-416 Americana",Americana,SP,
127742997630184,Xucrus BAR,Bar,1,"Rua Orlando Dei Santi 1592, Americana",Americana,SP,
158021250997059,Brazilian Coffee,Fast Food Restaurant,2,13930-000 Serra Negra,Serra Negra,SP,
247318062138206,Lanchonete do gu,"Grocery Store, Restaurant, Bar",1,"Padre Alvaro Augusto Ambiel  210 vila rubens, 13335130 Indaiatuba",Indaiatuba,SP,
200507723308561,Vick Pizza Bar & Cozinha,"Pizza Place, Bar",1,"Avenida: Presidente Vargas 3041, 13334-085 Indaiatuba",Indaiatuba,SP,
1015938928482749,Pizzaria Lilikas Do Tulipas,"Pizza Place, Shopping & Retail, Grocery Store",1,"RUA ADELINO MARTINS N : 670, 13212-600 Jundiaí",Jundiaí,SP,
891089870923399,Confraria Da Costela,Fast Food Restaurant,2,"Avenida Presidente Vargas, 1780, 13.330.000 Indaiatuba",Indaiatuba,SP,
809824752464976,Jack's lanches,"Restaurant, Food & Beverage Company",1,"AV. Pedro Mascagni, 13253-140 Itatiba",Itatiba,SP,
389892174486924,Bar do Xandu,Pub,3,"Valmir Antonio Capelari 700, 13273550 Valinhos",Valinhos,SP,355620111
1676743112576080,ADEGA DA PRAÇA,"Wine, Beer & Spirits Store, Shopping & Retail",1,"R CORONEL JOSE INACIO 41, 13240000 Jarinu",Jarinu,SP,
475207265992933,TOM LEITE Lanches,"Hot Dog Joint, Grocery Store",1,"Rua do Linho 435, Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
159188804237229,Les Deux,"French Restaurant, Italian Restaurant",2,"Rua Florindo Cibin 121A, 13.465 Americana",Americana,SP,
1725119847741343,Pesqueiro e Restaurante Tatu,"Restaurant, Fishing Spot, Cafeteria",4,"Vila Prefeito Jurandyr Paixão de Campos, 13480-000 Limeira",Limeira,SP,
177098655776926,PIG BOM,"Wine Bar, Event",2,"AV CONCEIÇÃO, 90  MARACANÃ, Jarinu",Jarinu,SP,
157360137796109,Bolos Petit,"Cupcake Shop, Shopping & Retail",3,"Rua Turquia 112 Vila omar, 13.469 Americana",Americana,SP,
1219937134684448,Buffet Rose's Inovações,"Caterer, Event Planner",1,"Botujuru, 13232500 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
120119438327366,Pesqueiro peixe vivo,"Cafeteria, Fishing Store, Public & Government Service",1,"sao venancio paulo leone 2555, 13295-000 Itupeva",Itupeva,SP,
1646949622224895,Coopercica,"Grocery Store, Shopping & Retail",2,"Rua João Ferrara, 13206-714 Jundiaí",Jundiaí,SP,
220905614645237,Rainha das Pizzas,"Pizza Place, Food & Beverage Company",3,"Av. Duque de Caxias N° 93, 13220015 Várzea Paulista",Várzea Paulista,SP,
476180205883171,Terra Caiçara,"Seafood Restaurant, Pizza Place",2,"Av. José Maria Marques de Oliveira, 1731, Jardim Buru, 13329-100 Salto",Salto,SP,
555964364482169,Via Castelli Pizzaria e Chopperia,"Pizza Place, Fast Food Restaurant",3,"R.São Carlos nº 145, 13290-000 Louveira",Louveira,SP,
101252426691498,Lanchonete Família Gianotti,Restaurant,2,"Travessa Sargento Agostinho de Oliveira nº17, 13930-000 Serra Negra",Serra Negra,SP,
867291900070172,Pizzaria DON GUCCI,Pizza Place,1,"Av Monte Castelo, 353, 13450-031 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
206541762727807,Vesuvio Restaurante/Pizzaria - Jundiai,Pizza Place,2,"Rua Xavier da Silva, 13216-610 Jundiaí",Jundiaí,SP,
624093054414521,Pizzaria Nonna Rossini,"Pizza Place, Event Planner",2,"rua Russia 735, 13322-230 Salto",Salto,SP,
388255011286169,DUDAS RESTAURANTE,"Fast Food Restaurant, Buffet Restaurant",1,"RUA: AFONSO PENA, 258, 13290000 Louveira",Louveira,SP,
1605836986320716,Padaria e Confeitaria Dom Diego,"Dessert Shop, Restaurant",1,"R:Feijão n.815, 13450000 Santa Bárbara Do Oeste, Sao Paulo, Brazil",Santa Bárbara do Oeste,SP,
127450257461997,Toma- te Sabor Restaurante,Restaurant,2,"Rua Esmeralda, 531 recreio campestre joia, 13347-130 Indaiatuba",Indaiatuba,SP,
180065378820636,Restaurante E Churrascaria Andretta's,Barbecue Restaurant,4,"PRIMEIRO DE JANEIRO, 1536, CENTRO, 13160-000 Artur Nogueira",Artur Nogueira,SP,
551813624996952,"Bigarelli; Bolos,Doces e Salgados.","Restaurant, Bakery, Dessert Shop",1,"Rua Natal Dorigatti, 13904240 Amparo, Sao Paulo, Brazil",Amparo,SP,
270179053022386,Ateliê do Brigadeiro,"Candy Store, Grocery Store, Cafe",3,"Rua Panamá, 50, 13465-711 Americana",Americana,SP,
263653256984608,Pizzaria Da Vó,Pizza Place,2,"Rua Rio Branco, 1340, 13320 Salto",Salto,SP,
1065083006909834,BullDog Burguer,"Fast Food Restaurant, Cafeteria, Burger Restaurant",1,"Rua Santo Antônio, 109, 13253-200 Itatiba",Itatiba,SP,
144680159068027,Brasilia de Fátima,"Diner, Bakery, Grocery Store",1,"Avenida Brasília 245, 13256540 Itatiba",Itatiba,SP,
1040701472618139,Biza Bolos e Salgados - Unidade Indaiatuba,"Dessert Shop, Food & Beverage Company",3,"R. Deputada Ivete Vargas, 137, 13346440 Indaiatuba",Indaiatuba,SP,
175039916266788,Bar E Restaurante Santha Rita,"Bar, Restaurant",1,"rua doutor barros junior  284, 13320220 Salto",Salto,SP,
1401600509922545,Cervejaria Heineken,Brewery,1,"Avenida Primo Schincariol,2222, 13312900 Itu",Itu,SP,
1661020937478092,Arataba Pizzas Burger,"Pizza Place, Burger Restaurant, Grocery Store",2,"AV AGUSTO ROLAND-289, 13481-080 Limeira",Limeira,SP,
1005475449542444,Sucão Lanchonete,"Cafeteria, Grocery Store",2,"Rodovia Edgar Máximo Zambotto, 13240000 Jarinu",Jarinu,SP,
168153546638107,Cucina di Nicolina - Massas Artesanais,"Italian Restaurant, Shopping & Retail, Grocery Store",2,"Bairro da Colônia, 13200 Jundiaí",Jundiaí,SP,
853755328041414,Ponto Da Esfiha,"Cafeteria, Sandwich Shop, Fast Food Restaurant",1,"Rua Armando Steck, 349 - Louveira - SP, 13290000 Louveira",Louveira,SP,
1467000976720266,Rei do Salgado Monte Mor,Fast Food Restaurant,1,"Rua Padre Civeta, 19, 13190-000 Monte Mor",Monte Mor,SP,
321160444689291,Parrilla de la Sierra,"Barbecue Restaurant, Argentinian Restaurant",3,"Adilson Rodrigues, n° 2610 - Jd. Samambaia, 13211685 Jundiaí",Jundiaí,SP,
1051608644959120,Casa dos Espetinhos  Choperia e Espetaria Morungaba,"Bar & Grill, Bar, Cafeteria",1,"Rua Barão de Campinas,06, São Benedito, 13260000 Morungaba",Morungaba,SP,
1202677266487193,Supermercado Pavan,Supermarket,1,"Av. do Comércio 351 - Jardim Esmeralda, 13454-038 Santa Bárbara d'Oeste",Santa Bárbara d'Oeste,SP,
338153112917576,Esquenta Lanches Neguinhos,"Diner, Food Truck, Caterer",1,"Rua Ricardo Aizza, 645, 13221-550 Várzea Paulista",Várzea Paulista,SP,
702278269794527,Pesqueiro Hípica,"Restaurant, Fishing Store, Bar",1,"Rod Engenheiro Ermenio de Oliveira Penteado (sp-75), S/N - Marginal Sul Sapezal - Indaiatuba/SP 13.337-300, 13.337-300 Indaiatuba",Indaiatuba,SP,
879576562072134,Casa da Esfiha,"Restaurant, Residence",1,"Rua Maria José Rodrigues, 1187, 13236 - 200 Campo Limpo Paulista, Brazil",Campo Limpo Paulista,SP,
